Extract No.	Need to be Checked(Y/N)	Old Extraction No.	Mapped Reads	Total Reads	% Mapped	% Mapped-Q30	MT_reads	Duplicates	ReadLen (Mapped)	SD ReadLen (Mapped)	ReadLen (All)	SD ReadLen (All)	Museum Code	Age	Period	Neolithic (Y/N/W)	Group	Country	Location	Site Code/Name	Wild/Dom Status	GMM Status	Desired Cov / Current Cov	Seq. strategy (N*S=lane * Shotgun; N*W=lane*WG Wapture; M=mt Capture). UDG for >55bp	Sequencing Status	Source Person	Other Details	Other Details2	Old Haplogroup	Consensus	Internal	External	Lat	Long	mtDNA_cov	mtDNA_bp	DNA	GMM ID (AE)	mtDNA source
AA405	N	GL988	11225	1463100	0.767206616	0.150502358	35	0.0622	23.45870824	9.279837697	49.40908619	14.5570866	5		Mesolithic	W	EUW-A	Romania	Schela Cladovei		Wild			M		Alexandru Dinu			ANC-Cside	Eu	7	49	44.64	22.65	16.52898333	15643	3	no	BOTH
AA406	N	GL986	6025	791160	0.761540017	0.213483998	12	0.1402	27.28248963	13.06124608	50.15404469	13.63834453	3	7134-6851 BC cal.	Mesolithic	W	BLW-A	Romania	Schela Cladovei		Wild?			M		Alexandru Dinu			ANC-Aside	Eu	8	49	44.64	22.65	0.025762957	428	0	no	PCR
AA407	N	GL159	10336	382214	2.704244219	1.103308618	10	0.0682	33.98529412	12.69989187	45.54562889	13.00313548	Kolossy Sq., Rm per. Celtic floor		Roman	N	EUD-A	Hungary	Aquincum, Budapest		Domestic			M		László Bartosiewicz			ANC-Aside	Eu	9	49	47.56	19.05	0.027448384	438	2	?	PCR
AA408	Y		6367	363863	1.749834416	0.373217392	23	0.3917	27.69420449	15.72024922	51.20576701	14.27596207		2/3rd AD		N	?	Hungary	Budapest					M		?	Albertfalva - Roman vicus			Eu	10	49	47.56	19.05	0.111238187	1707	1	?	NGS
AA409	Y		2907	785569	0.370050244	0.119913082	8	0.0475	32.24802202	16.42868356	51.9376121	13.80749003			Roman (2nd/3rd AD)	N	?	Hungary	Budapest							?	Albertfalva - Mortorway 6	Prehistoric settlement remains, Feature 34, 2002		Eu	11	49	47.56	19.05	15.95533618	16200	1	?	NGS
AA410	N	GL159	4564	900106	0.507051392	0.161758726	10	0.1628	31.99255039	16.47532337	51.97479852	13.40615071	Kolossy Sq., Rm per. Celtic floor		Roman	N	EUD-A	Hungary	Aquincum, Budapest		Domestic			M		László Bartosiewicz			ANC-Aside	Eu	12	49	47.56	19.05	0.027628965	459	0	no	PCR
AA411	N		63313	703775	8.996199069	4.866328017	380	0.0119	48.78506784	12.97188719	48.40663706	12.49855409		1000-1250	Norse Period	N	EUD-A	Faroes	Undir Junkariusfløtti		Domestic			M		Thomas McGovern?	10 UJF 06 UJF-06-88			Eu	13	49	44.48	4.32	1.043821104	9342	3	no	NGS
AA412	Y		11003	185306	5.937746214	1.874736922	57	0.3237	33.40443515	15.81057849	55.6201688	16.43855744		1000-1250	Norse Period	N	EUD-A	Faroes	Undir Junkariusfløtti		Domestic			M		Thomas McGovern?	11 UJF 06 UJF-06-87			Y1	1	50	44.48	4.32	0.151146692	2373	3	no	NGS
AA413	Y		858	424020	0.202348946	0.023583793	0	0.4476	23.64685315	15.71567666	73.07472053	6.349938255		1000-1250	Norse Period	N	EUD-A	Faroes	Undir Junkariusfløtti		Domestic					Thomas McGovern?	12 UJF 06 UJF-06-85			ArmT	2	50	44.48	4.32	0.270812015	3575	1	no	NGS
AA414	N		84943	1323897	6.416133581	4.295953537	87	0.0088	53.95852513	14.33847527	56.7403363	13.40723455		1000-1250	Norse Period	N	EUD-A	Faroes	Undir Junkariusfløtti		Domestic			M		Thomas McGovern?	13 UJF 06 UJF-06-86			Eu	3	50	44.48	4.32	0.26130139	3870	3	no	NGS
AA415	N		2423	1256557	0.192828499	0.089212029	13	0.0768	48.85555097	24.39527444	69.76643718	9.394317848		850-1000	Norse Period	N	EUD-A	Faroes	Undir Junkariusfløtti		Domestic					Thomas McGovern?	14 UJF 06 UJF-03-28			Eu	4	50	44.48	4.32	1.111960513	10333	1	no	NGS
AA416	N		3185	235009	1.355267245	0.51955457	4	0.1639	39.58901099	23.35859719	57.57526308	15.52098207		1000-1250	Norse Period	N	EUD-A	Faroes	Undir Junkariusfløtti		Domestic			M		Thomas McGovern?	15 UJF 06 UJF-06-89			Eu	5	50	44.48	4.32	0.866490098	9047	1	no	NGS
AA417	N		12226	1066880	1.145958308	0.644496101	34	0.0699	49.5621626	19.63086601	55.0957118	13.93742731		850-1000	Norse Period	N	EUD-A	Faroes	Undir Junkariusfløtti		Domestic			M		Thomas McGovern?	16 UJF 06 UJF-03-29			Eu	6	50	44.48	4.32	0.103954734	1574	3	no	NGS
AA418	N		64906	1467035	4.424297989	2.216920523	122	0.0187	54.53004345	16.02693976	55.82592167	14.13326575		1000-1250	Norse Period	N	EUD-A	Faroes	Undir Junkariusfløtti		Domestic			M		Thomas McGovern?	17 UJF 06 UJF-06-90			Eu	7	50	44.48	4.32	0.394329742	5502	3	no	NGS
AA420	N	LG051	18017	652922	2.759441403	1.489917632	56	0.0693	44.1450852	16.54155504	48.28392212	12.53372151	SE_BB_01	~5000-4500 BC	Neolithic	Y	EUD-A	Serbia	Vinča-Belo Brdo			Large Domestic(65.69%)		M		Vesna Dimitrijevic	BB 01-160/1			Eu	8	50	44.76	20.62	0.131704087	2008	3	BEOBB01-160-1 ?	NGS
AA421	N	LG052	1044	145405	0.717994567	0.145111929	0	0.1274	26.09961686	14.71492091	46.74137065	13.2174422	SE_BB_02	~5000-4500 BC	Neolithic	?	?	Serbia	Vinča-Belo Brdo							Vesna Dimitrijevic	830/192			-	9	50	44.76	20.62	0	0	0	no	NA
AA422	N	LG053	3997	254007	1.573578681	0.325187889	15	0.4293	27.63847886	16.07432843	55.66304472	14.14381714	SE_BB_03	~5000-4500 BC	Neolithic	W	BLW-A	Serbia	Vinča-Belo Brdo		Wild	Large Wild(100% and 99.35%)		M		Vesna Dimitrijevic	BB 01-47/1		ANC-Y2-5A	Y2	10	50	44.76	20.62	0.047673509	790	0	BEOBB01-47-1	PCR
AA423	N	LG054	5828	1220779	0.477400086	0.159652157	8	0.0357	30.04152368	13.52875746	49.3258829	13.04147647	SE_BB_04	~5000-4500 BC	Neolithic	W	BLW-A	Serbia	Vinča-Belo Brdo		Wild					Vesna Dimitrijevic	1/135/98-V	SE_BB_04	ANC-Y2-5A	Y2	11	50	44.76	20.62	0.013784386	229	0	no	PCR
AA424	N	LG055	3512	173360	2.025842178	0.562413475	7	0.1575	28.99145786	13.36633826	45.95365136	13.8285287	SE_BB_05	~5000-4500 BC	Neolithic	Y	EUD-A	Serbia	Vinča-Belo Brdo		Domestic	Small Domestic		M		Vesna Dimitrijevic	BEO15-3			Eu	12	50	44.76	20.62	2.138806958	13540	1	BEO15-3	NGS
AA425	N	LG056	15250	830993	1.835153846	0.920946386	239	0.0186	45.75108197	12.43591773	55.31333958	13.69036386	SE_BB_06	~5000-4500 BC	Neolithic	Y	EUD-A	Serbia	Vinča-Belo Brdo			Small Domestic		M		Vesna Dimitrijevic	4/19/98-V		ANC-Y1-6A	Y1	13	50	44.76	20.62	0.634623488	7373	3	BEO4-19-98-V	BOTH
AA426	Y	LG057	14	1051	1.3320647	0.190294957	0	0	24.85714286	14.5805832	66.05042816	14.58323654	SE_BB_07	~5000-4500 BC	Neolithic	Y	?	Serbia	Vinča-Belo Brdo					M		Vesna Dimitrijevic	800/30		ANC-Y1-6A	Y1	1	1	44.76	20.62	0	0	0	no	PCR
AA427	N	LG178	1026	350004	0.293139507	0.076856264	10	0.2427	32.05750487	17.46398684	64.61420727	13.6176832	800/29	5th Millennium BC?	Neolithic	Y	EUD-A	Serbia	Vinča-Belo Brdo		Domestic	Small Domestic				Vesna Dimitrijevic	800/29		ANC-Y1-6A	Y1	2	1	44.76	20.62	0.032685246	543	0	BEO800-29	PCR
AA428	N	LG179	1963	662584	0.296264323	0.052219794	5	0.3169	27.93683138	18.00181448	64.71470485	12.07998452	801/3	5th Millennium BC?	Neolithic	Y	EUD-A	Serbia	Vinča-Belo Brdo		Domestic	Small Domestic				Vesna Dimitrijevic	801/3		ANC-YellowSta	Y1	3	1	44.76	20.62	0.018359116	305	0	BEO801-3	PCR
AA429	N	LG182	7286	189003	3.854965265	0.829616461	3	0.4544	27.65907219	15.18146983	52.77372317	16.40971922	01-124/2	5th Millennium BC?	Neolithic	Y	EUD-A	Serbia	Vinča-Belo Brdo		Domestic	Small Domestic		M		Vesna Dimitrijevic	01-124/2		ANC-Y1-6A	Y1	4	1	44.76	20.62	0.003611629	60	0	BEOBB01-124-2	PCR
AA430	N	LG185	594	133390	0.445310743	0.044980883	0	0.4714	19.7962963	9.371690701	72.8437739	7.244659275	45/25	5th Millennium BC?	Neolithic	W	BLW-A	Serbia	Vinča-Belo Brdo		Wild					Vesna Dimitrijevic	45/25		ANC-Y2-5A	Y2	5	1	44.76	20.62	0	0	0	no 	PCR
AA431	N	LG186	6562	623038	1.053226288	0.115883782	2	0.658	20.84501676	11.27057979	60.99170998	13.90098928	01-196/1	5th Millennium BC?	Neolithic	Y	EUD-A	Serbia	Vinča-Belo Brdo		Domestic	Large Domestic(63.4%)		M		Vesna Dimitrijevic	01-196/1		ANC-Y2-5A	Y2	6	1	44.76	20.62	0.008306748	138	0	BEOBB01-196-1	PCR
AA432	N		1760	17998	9.778864318	0.194466052	0	0.5989	18.15155807	4.46972214	63.84879603	18.27147226	SF001	850-1000	Norse Period	N		Faroes	Undir Junkariusfløtti		Domestic			M		Thomas McGovern?	Ref No. UJF1-01			-	8	32	44.48	4.32	0	0	0	no	NA
AA433	N		9979	195495	5.104478375	2.997007596	78	0.108	53.2193012	16.9302466	63.40310775	12.78116769	SF002	1000-1250	Norse Period	N	EUD-A	Faroes	Undir Junkariusfløtti		Domestic			M		Thomas McGovern?	Ref No. UJF3-04			Eu	9	32	44.48	4.32	0.26081984	3681	3	no	NGS
AA434	N		4649	108911	4.268623004	0.280045175	1	0.615	22.23910615	11.54439901	51.56199789	16.94699955	SF003	1000-1250	Norse Period	N		Faroes	Undir Junkariusfløtti		Domestic			M		Thomas McGovern?	Ref No. UJF2-01			-	10	32	44.48	4.32	0.002949497	49	0	no	NA
AA435	N		2623	39757	6.5975803	0.432628216	0	0.6252	24.77619532	16.07932104	68.26623291	14.29887111	SF004	850-1000	Norse Period	N		Faroes	Undir Junkariusfløtti		Domestic			M		Thomas McGovern?	Ref No. UJF1-02			-	11	32	44.48	4.32	0.006320352	105	0	no	NA
AA436	N		3333	34809	9.575109885	0.341865609	1	0.7651	20.49425287	9.362391719	62.16373725	17.95203336	SF005	1000-1250	Norse Period	N		Faroes	Undir Junkariusfløtti		Domestic			M		Thomas McGovern?	Ref No. UJF3-02			-	12	32	44.48	4.32	0.00282911	47	0	no	NA
AA437	N		12849	657622	1.953857991	1.130284571	37	0.0318	50.58749297	20.07394893	53.94976979	15.18062059	SF006	1000-1250	Norse Period	N	EUD-A	Faroes	Undir Junkariusfløtti		Domestic			M		Thomas McGovern?	Ref No. UJF3-05			Eu	13	32	44.48	4.32	0.12923614	2089	3	no	NGS
AA438	N		2184	218054	1.001586763	0.08942739	0	0.4908	33.65467626	22.06310799	66.66336378	11.03507237	SF007	850-1000	Norse Period	N		Faroes	Undir Junkariusfløtti		Domestic			M		Thomas McGovern?	Ref No. UJF1-05			-	1	33	44.48	4.32	0	0	0	no	NA
AA439	N		3841	168485	2.279728166	1.246995281	7	0.0903	47.69404694	19.79151235	54.65608012	15.28834504	SF008	1000-1250	Norse Period	N	EUD-A	Faroes	Undir Junkariusfløtti		Domestic			M		Thomas McGovern?	Ref No. UJF2-02			Eu	2	33	44.48	4.32	0.056160838	884	3	no	NGS
AA440	N		30364	488163	6.220053548	4.201465494	126	0.0081	57.7274961	16.97286217	53.90739595	14.96066548	SF009	1000-1250	Norse Period	N	EUD-A	Faroes	Undir Junkariusfløtti		Domestic			M		Thomas McGovern?	Ref No. UJF3-03			Eu	3	33	44.48	4.32	0.422199482	5696	3	no	NGS
AA441	N		1598	78248	2.042224721	0.699059401	2	0.2159	36.5131684	18.03256357	50.01219465	14.828387	SF018	850-1250	Norse Period	N	EUD-A	Faroes	Undir Junkariusfløtti		Domestic			M		Thomas McGovern?	Ref No. UJF-03-34			Eu	4	33	44.48	4.32	0.111418768	1794	1	no	NGS
AA442	N		927	16995	5.454545455	2.600764931	3	0.1327	44.54850746	19.38221149	61.01215031	14.94561399	SF019	1000-1250	Norse Period	N		Faroes	Undir Junkariusfløtti		Domestic			M		Thomas McGovern?	Ref No. UJF-05-48			-	5	33	44.48	4.32	0.012881478	214	0	no	NA
AA443	N		3797	43022	8.825717075	2.768351076	7	0.3985	43.87127846	21.52550623	58.16497627	16.86939028	SF020	850-1250	Norse Period	N	EUD-A	Faroes	Undir Junkariusfløtti		Domestic			M		Thomas McGovern?	Ref No. UJF-03-33			Eu	6	33	44.48	4.32	0.073436465	1071	1	no	NGS
AA444	N		4356	49575	8.786686838	0.510337872	2	0.5576	21.11935651	10.4483735	55.19072668	18.558196	SF021	1000-1250	Norse Period	N		Faroes	Undir Junkariusfløtti		Domestic			M		Thomas McGovern?	Ref No. UJF-04-16			-	7	33	44.48	4.32	0.037320171	620	0	no	NA
AA445	N		2248	44436	5.058961203	0.945179584	0	0.3483	28.67372014	14.755013	47.79476783	16.49316584	SF022	1000-1250	Norse Period	N		Faroes	Undir Junkariusfløtti		Domestic			M		Thomas McGovern?	Ref No. UJF-05-47			-	8	33	44.48	4.32	0	0	0	no	NA
AA446	N		10051	253609	3.963187426	1.843388839	30	0.0407	50.23086497	17.08305396	53.76803712	14.62198551	SF023	1000-1250	Norse Period	N	EUD-A	Faroes	Undir Junkariusfløtti		Domestic			M		Thomas McGovern?	Ref No. UJF-04-17			Eu	9	33	44.48	4.32	0.098838259	1642	3	no	NGS
AA447	N		10243	134133	7.636450389	4.754236467	21	0.0816	53.45593707	16.16922748	61.50085148	13.50444	SF024	850-1250	Norse Period	N	EUD-A	Faroes	Undir Junkariusfløtti		Domestic			M		Thomas McGovern?	Ref No. UJF-03-30			Eu	10	33	44.48	4.32	0.063083128	1048	3	no	NGS
AA448	N		1311	93147	1.407452736	0.345690146	0	0.2799	33.09957627	17.57928984	54.98244234	14.50862663	SF025	850-1250	Norse Period	N		Faroes	Undir Junkariusfløtti		Domestic			M		Thomas McGovern?	Ref No. UJF-03-31			-	11	33	44.48	4.32	0.051345332	835	0	no	NA
AA449	N		300	8037	3.732736096	0.348388702	0	0.4433	26.04191617	17.37376269	62.10703441	17.236083	SF026	1000-1250	Norse Period	N	EUD-A	Faroes	Undir Junkariusfløtti		Domestic			M		Thomas McGovern?	Ref No. UJF-05-46			Y1	12	33	44.48	4.32	0.107927527	1768	0	no	NA
AA450	N		10	875	1.142857143	0.114285714	0	0	23.9	18.04592906	63.96457143	14.77868392	SF027	1000-1250	Norse Period	N		Faroes	Undir Junkariusfløtti		Domestic			M		Thomas McGovern?	Ref No. UJF-06-91			-	13	33	44.48	4.32	0.03635707	568	0	no	NA
AA451	N		91510	143178	63.91345039	36.18852058	77	0.0119	40.79192471	11.3893506	42.6027081	12.96888112	SF028	850-1250	Norse Period	N	EUD-A	Faroes	Undir Junkariusfløtti		Domestic		1.39X	1S	Sequenced (1 lane 4000). Drip feed into other lanes.	Thomas McGovern?	Ref No. UJF-03-32		?	Eu	1	34	44.48	4.32	224.875158	16513	1	no	BOTH
AA452	N		77	2386	3.227158424	1.215423303	1	0.1558	42.66153846	21.03588966	66.92881213	13.44369052	SSZOD32	?					?		Domestic			M		Richard Crooijmans	LLL1 SSTOD32 D004641			-	2	34	42.03	43.47	0.003190273	53	0	no	NA
AA453	Y		2379	93217	2.552109594	0.716607486	38	0.1467	31.47980296	16.6341889	48.89408623	14.76415727	SSZOD51	?		N	?		?					M		Richard Crooijmans	LL3 SSTOD51 D004637			Eu	3	34	42.03	43.47	0.103051827	1681	1	no	NGS
AA454	N		1381	12267	11.25784625	1.964620527	2	0.3613	37.66893424	17.44520622	57.20581237	17.26470347	SSTOD52 	?					?					M		Dr R Crooijmans	LL11 SSTOD52 D004638			-	4	34	42.03	43.47	0.002106784	35	0	no	NA
AA460	N	GL972	1889	56213	3.36043264	0.571042286	7	0.4097	33.70493274	22.25875905	65.77973989	13.89230078	85:128u	5,500-5,000 BC cal	LBK	Y	EUD-A	Germany	Eilseben		Domestic			M		Hans-Jürgen Döhle			ANC-Y1-6A	Y1	9	34	52.15	11.22	0.029374586	488	0	no	PCR
AA461	Y	GL977	1107	95034	1.164846266	0.059978534	18	0.5411	21.75984252	12.00531611	59.35227405	13.43523413	83:828k	5,500-5,000 BC cal	LBK	Y	?	Germany	Eilseben		Domestic?			M		Hans-Jürgen Döhle			ANC-Y1-6A	Y1	10	34	52.15	11.22	0.059953049	969	1	no	BOTH
AA462	N	GL123	1918	73383	2.613684368	0.425166592	0	0.3916	27.38474722	13.56043105	53.70700242	16.11879429	21	5,500-5,000 BC cal	LBK	W	EUW-A	Germany	Eilseben		Wild			M		Hans-Jürgen Döhle	D002263		ANC-Cside	Eu	11	34	52.15	11.22	0.703124059	8164	1	no	BOTH
AA463	Y	LG702	657	96132	0.683435276	0.064494653	0	0.379	22.41911765	9.911813972	56.25498785	14.37656865	BIR-03	?	Mesolithic	N	?	Switzerland	Bern, Birsmatte							Jörg Schibler	BERN-BIR-03			Eu	12	34	46.95	7.45	0.058207428	967	1	no	NGS
AA464	Y	LG703	531	222359	0.238803017	0.036877302	0	0.1412	21.36403509	6.466068693	53.63204279	12.63430432	BIR-04	?	Mesolithic	N	?	Switzerland	Bern, Birsmatte			?				Jörg Schibler	BERN-BIR-04			Y1	13	34	46.95	7.45	1.777102269	12532	1	BIR-04	NGS
AA465	N	LG704	1874	52637	3.560233296	0.326766343	0	0.5203	33.09899889	20.20166119	60.89452596	14.91576801	BIR-08	?	Mesolithic	W		Switzerland	Bern, Birsmatte			Pre domestic assumed to be Wild		M		Jörg Schibler	BERN-BIR-08			-	1	35	46.95	7.45	0	0	0	BIR-08	NA
AA466	N	LG705	551	13683	4.026894687	0.453117007	0	0.4682	20.70989761	9.812338699	57.61027933	16.54817204	BIR-09	?	Mesolithic	W	EUW-A	Switzerland	Bern, Birsmatte			Pre domestic assumed to be Wild		M		Jörg Schibler	BERN-BIR-09			Eu	2	35	46.95	7.45	0.104616866	1672	1	BIR-09	NGS
AA467	N	LG707	1687	227952	0.740068085	0.243033621	11	0.0682	32.07951654	16.24841099	56.58239443	14.29617802	BIR-13	Ca 7700 cal. BC	?	N	EUD-A	Switzerland	Bern, Birsmatte			Domestic(100%)				Jörg Schibler	BERN-BIR-13		ANC-Cside	Eu	3	35	46.95	7.45	0.035333775	560	0	BIR-13	PCR
AA468	Y	LG708	1368	133468	1.024964786	0.359636767	0	0.1279	33.61609388	15.45403911	56.84167211	14.50603983	BIR-14	?	?	?	EUD-A	Switzerland	Bern, Birsmatte			Domestic(87.02%)		M		Jörg Schibler	BERN-BIR-14			Y2	4	35	46.95	7.45	3.209053151	14961	1	BIR-14	NGS
AA469	Y	LG709	40	5581	0.716717434	0.107507615	0	0.2	24.46875	14.61988124	58.0200969	14.4169139	BIR-17	?	?	?	?	Switzerland	Bern, Birsmatte			?				Jörg Schibler	BERN-BIR-17			Y2	5	35	46.95	7.45	0.078974297	1236	1	BIR-17	NGS
AA470	N	LG710	1019	26303	3.874082804	0.205299776	0	0.5653	18.94130926	5.307826127	53.40148482	15.17408129	BIR-18	?	Mesolithic/Neolithic			Switzerland	Bern, Birsmatte			2 teeth-> Domestic (100%), Small domestic		M		Jörg Schibler	BERN-BIR-18			-	6	35	46.95	7.45	0	0	0	BIR-18	NA
AA476	Y		2837	318431	0.890930845	0.442796085	3	0.0197	42.68824164	17.00083267	52.31336317	12.27377071		~5000 BC	Neolithic	Y	?	Ukraine	Buran-Kaya 4					M		?	BK4-118	BKIV no square/ II IA 		Y2	12	35	45.03	34.49	13.58327816	15661	3	no	NGS
AA477	Y		3972	815425	0.48710795	0.178311923	4	0.0008	33.43864953	16.18318546	50.08445811	12.85262397		~5000 BC	Neolithic	Y	?	Ukraine	Buran-Kaya 4							?	BK4-066	BKIV-08 6E/ II IA 		Y2	13	35	45.03	34.49	23.79407693	16046	3	no	NGS
AA478	Y		1359	376996	0.360481278	0.092573927	3	0.1354	30.9387234	14.69385448	53.08729021	13.49303608		~5000 BC	Neolithic	Y	?	Ukraine	Buran-Kaya 4							?	BK4-105	BKIV - 08 86/II IA Sus M2		Y2	1	36	45.03	34.49	9.027508578	15541	1	no	NGS
AA479	Y		97654	198835	49.11308371	31.5080343	21	0.0122	52.85971096	13.67320694	54.87212544	14.0451933		~5000 BC	Neolithic	W	?	Ukraine	Buran-Kaya 4		Wild?		Done 4X	5S	Sequenced (5 lanes)	?	BK4-128	BKIV- 08 SF/ II IA pig M1/M2		-	36		45.03	34.49	0.064046229	1015	3	no	NA
AA480	Y		6044	379910	1.590903109	0.982337922	12	0.0018	51.09895574	14.86887829	54.30614716	13.59121505		~5000 BC	Neolithic	Y	?	Ukraine	Buran-Kaya 4					M		?	BK4-120	BKIV, II IA 		Y2	3	36	45.03	34.49	63.12791188	16328	3	no	NGS
AA481	Y		533	159391	0.334397802	0.162493491	0	0.0056	42.1490566	17.4629624	55.6696991	12.97014957		~5000 BC	Neolithic	Y	?	Ukraine	Buran-Kaya 4							?	BK4-119	BKIV, II IA		Y2	4	36	45.03	34.49	5.325708782	15284	1	no	NGS
AA482	Y		341	53366	0.638983623	0.131169659	0	0.0352	24.14285714	10.43509056	48.92101811	13.38842918		~5000 BC	Neolithic	Y	?	Ukraine	Buran-Kaya 4							?	BK4-006	BKIV -08 7G/ II 2B S. Scrofa. M2 		Y2	5	36	45.03	34.49	0.463492446	5807	1	no	NGS
AA483	Y		11183	147653	7.573838662	4.719849918	8	0.017	47.60784135	12.57874905	52.2210724	13.37390775		~5000 BC	Neolithic	Y	?	Ukraine	Buran-Kaya 4					M | W	Need to Capture, PP and TS	?	BK4-129	BKIV-08 7G/II IA		Y2	6	36	45.03	34.49	20.25660627	15894	3	no	NGS
AA484	Y		2613	445089	0.587073597	0.303759473	4	0.0218	44.84859155	17.66286146	52.82845953	12.93552084		~5000 BC	Neolithic	Y	?	Ukraine	Buran-Kaya 4							?	BK4-087	BKIV-08 9E/II IA		Y2	7	36	45.03	34.49	21.92234997	15874	3	no	NGS
AA485	N		637	169892	0.374944082	0.097120524	0	0.0141	26.71019108	12.3268392	47.86661408	11.72827871		~5000 BC	Neolithic	Y		Ukraine	Buran-Kaya 4							?	BK4-033	BKIV 7H/ II ID2		-	8	36	45.03	34.49	0	0	0	no	NA
AA486	Y		781	217024	0.359868033	0.139155116	1	0.0077	33.50709677	15.69030507	52.26454948	12.39898282		~5000 BC	Neolithic	Y	?	Ukraine	Buran-Kaya 4							?	BK4-071	BKIV -08 9E/II IA		Y2	9	36	45.03	34.49	2.933606212	14102	1	no	NGS
AA487	Y		5352	614108	0.871507943	0.396998574	28	0.0136	37.99071794	16.25155454	49.45578835	13.12348982		~5000 BC	Neolithic	Y	?	Ukraine	Buran-Kaya 4					M		?	BK4-117	BKIV 6E/II IA		Y2	10	36	45.03	34.49	0.067417083	1099	3	no	NGS
AA488	Y		690	276379	0.249657174	0.045589571	0	0.0058	24.02769679	11.72896308	52.14032745	12.16904315		~5000 BC	Neolithic	Y	?	Ukraine	Buran-Kaya 4							?	BK4-121	BKIV II IA		Y2	11	36	45.03	34.49	0.609041112	7229	0	no	NA
AA489	Y		2054	281950	0.728497961	0.319205533	2	0.0161	37.51261752	15.87477182	48.06797391	11.78548329		~5000 BC	Neolithic	Y	?	Ukraine	Buran-Kaya 4							?	BK4-122	BKIV II IA		Y2	12	36	45.03	34.49	14.94389936	15721	1	no	NGS
AA490	Y		868	157903	0.549704565	0.119060436	1	0.0012	25.73817762	11.3859221	45.85337741	11.38823757		~5000 BC	Neolithic	Y	?	Ukraine	Buran-Kaya 4							?	BK4-490	BKIV-08 8E/II IA		Y2	13	36	45.03	34.49	3.867031843	14210	1	no	NGS
AA507	Y	GL1147	30249	129866	23.2924707	14.48031047	481	0.0062	53.48559548	14.15562578	54.13986289	14.33943271	PORK1	1800 BC to 200 AD - bulk is 1500 BC	Roman - Middle Ages	W	?	Spain	Portalon		Wild?			M		Anders Götherström	ATP CLARK 1		C	Eu	3	38	42.38	-3.51	1.498465057	12322	3	no	BOTH
AA508	Y	GL1148	1810	478760	0.378059988	0.106107444	1	0.0133	28.52519597	14.7037861	49.30909311	13.18550926	PORK2	1800 BC to 200 AD	Roman - Middle Ages	N	?	Spain	Portalon							Anders Götherström	ATP 01 EXC WII		A	Eu	4	38	42.38	-3.51	0	0	0	no	PCR
AA509	Y	GL1149	34	2357	1.442511667	0.424268137	1	0.1176	37.6	18.49063136	58.16107097	14.2952045	PORK3	1800 BC to 200 AD	Roman - Middle Ages	N	?	Spain	Portalon					M		Anders Götherström	ATP 02 EXC W			-	5	38	42.38	-3.51	0.003431048	57	0	no	NA
AA510	Y	GL1150	1093	18632	5.86625161	1.180764277	3	0.4492	32.21096346	18.57655867	58.45432997	16.7784569	PORK4	1800 BC to 200 AD	Roman - Middle Ages	N	?	Spain	Portalon					M		Anders Götherström	ATP 02 EXC WII		A	Eu	6	38	42.38	-3.51	0.011376633	189	0	no	PCR
AA511	Y	GL1151	41573	164369	25.29248216	15.52847556	173	0.018	59.6500098	12.97750862	60.15482826	12.65599615	PORK5	1800 BC to 200 AD	Roman - Middle Ages	N	?	Spain	Portalon					M		Anders Götherström	ATP 03 EXC WIII		A	Eu	7	38	42.38	-3.51	0.569614158	7093	3	no	BOTH
AA512	Y	GL1152	6456	49247	13.10942799	7.482689301	9	0.013	50.52824859	13.34333405	50.99037894	12.95758136	PORK6	1800 BC to 200 AD	Roman - Middle Ages	N	?	Spain	Portalon					M		Anders Götherström	ATP 04 GP1 F371		C	Eu	8	38	42.38	-3.51	0.023957142	398	2	no	PCR
AA513	Y	GL1154	24732	277742	8.904666921	5.390974357	86	0.004	49.73478667	15.21592499	48.83081871	14.47785993	PORK7	1800 BC to 200 AD	Roman - Middle Ages	N	?	Spain	Portalon					M		Anders Götherström	ATP 05 EXC W F247		A	Eu	9	38	42.38	-3.51	0.251549991	3563	3	no	BOTH
AA522	N		5505	15832	34.77134917	22.44820616	3	0.0147	51.29590708	13.90651375	55.56612279	14.73982379		9500BC	Upper Paleolithic	W	NEW-A	Turkey	Direkli Cave		Wild		10 / 0	5S	Sequenced (2 lanes 2500).	Benjamin Arbuckle	DM2401			-	5	39	37.86	36.64	5.971167158	15402	2	no	NA
AA523	N		5402	461391	1.170807406	0.620081449	19	0.0367	46.03977709	16.76808587	50.81133929	14.21092301		9500BC	Upper Paleolithic	W	EUW-A	Turkey	Direkli Cave		Wild			M		Benjamin Arbuckle	DM2992			ArmT	6	39	37.86	36.64	5.639980738	15059	3	no	NGS
AA524	N		881	336942	0.261469333	0.056389527	1	0.0295	47.57076023	17.31907035	62.29537036	11.7232766		9500BC	Upper Paleolithic	W		Turkey	Direkli Cave		Wild			M		Benjamin Arbuckle	DM3757			-	7	39	37.86	36.64	0.457834226	1314	0	no	NA
AA525	Y		495	15251	3.245688807	0.262277883	0	0.4222	23.59440559	13.18411472	53.49381731	15.16906458		2000BC	Early Bronze Age 	N	?	Turkey	Acemhöyük					M		Benjamin Arbuckle?	AC13540			Y1	8	39	38.41	33.84	2.189911515	12841	1	no	NGS
